"",""
"","Retail Price Information"
"","","DATE","6/6/2026"
"","","TIME","5:24:21"
""," S.No"," Medicines"," Formulations"," Manufacturer Name"," Marketing  Company"," Units"," Retail Prices (Rs.)(Exclusive Local Taxes/GST)"," SO NO"," SO Date"
"","1630","Povidone-Iodine gargle 0.5% w/v","Contains:
Povidone Iodine IP 0.5% w/v (available Iodine 0.05% w/v)","M/s Stedman Pharmaceuticals Pct. Ltd.","M/s Stedman Pharmaceuticals Pct. Ltd.","Gargle","0.66","2119(E)","01-Jun-21"
"","1631","Teneligliptin + Metformin HydrochlorideIP (SR) Tablet","Each uncoated bilayer tablet contains:
Teneligliptin Hydrobromide Hydrate eq. to Teneligptin 20mg
Metformin HydrochlorideIP  (As Sustained Release) IP 500mg","M/s Windlas Biotech Pvt. Limited","M/s Abbott Healthcare Limited","1 Tablet","11.00","2119(E)","01-Jun-21"
"","1632","Teneligliptin + Metormin HCL (ER) Tablet","Teneligliptin Hydrobromide Hydrate eq. to Teneligptin 20mg
Metformin hydrochloride (As Extended Release) IP 500mg","M/s Morepen Laboratories Limited","M/s Morepen Laboratories Limited","1 Tablet","10.96","2119(E)","01-Jun-21"
"","1633","Teneligliptin + Metormin HCL (ER) Tablet","Teneligliptin Hydrobromide Hydrate eq. to Teneligptin 20mg
Metformin hydrochloride (As Extended Release) IP 1000mg","M/s Morepen Laboratories Limited","M/s Morepen Laboratories Limited","1 Tablet","11.48","2119(E)","01-Jun-21"
"","1634","Teneligliptin + Metformin HydrochlorideIP (SR) Tablet","Each uncoated bilayer tablet contains:
Teneligliptin Hydrobromide Hydrate eq. to Teneligptin 20mg
Metformin HydrochlorideIP  (As Sustained Release) IP 1000mg","M/s Windlas Biotech Pvt. Limited","M/s Abbott Healthcare Limited","1 Tablet","11.48","2119(E)","01-Jun-21"
"","1635","Telmisartan + Nebivolol Tablet","Each uncoated Bilayered Tablet Contains:
Telmisartan IP 40 mg
Nebivolol Hydrochloride IP
Equivalent to Nebivolol 5 mg","M/s Eris Lifesciences Limited","M/s Eris Lifesciences Limited","1 Tablet","13.61","2742(E)","08-Jul-21"
"","1636","Glimeperide + Pioglitazone +  Metformin HCL (SR) Tablet","Each uncoated bilayered tablet contains:
Glimeperide IP 2mg
Pioglitazone Hydrochloride IP eq. to Pioglitazone 15mg
Metformin Hydrochloride IP 1000mg (in sustained release form)","M/s Windlas Biotech Pvt. Ltd.","M/s Eris Lifesciences Limited","1 Tablet","12.85","2742(E)","08-Jul-21"
"","1637","Glimeperide + Pioglitazone +  Metformin HCL (SR) Tablet","Each uncoated bilayered tablet contains:
Glimeperide IP 1mg
Pioglitazone Hydrochloride IP eq. to Pioglitazone 15mg
Metformin Hydrochloride IP 1000mg (in sustained release form)","M/s Windlas Biotech Pvt. Ltd.","M/s Eris Lifesciences Limited","1 Tablet","8.73","2742(E)","08-Jul-21"
"","1638","Glimeperide + Metformin HCL (SR) Tablet","Each uncoated tablet contains:
Glimeperide IP 2mg
Metformin Hydrochloride IP 1000mg (in sustained release form)","M/s Agron Remedies Private Limited","M/s Cadila Pharmaceuticals Ltd.","1 Tablet","9.44","2742(E)","08-Jul-21"
"","1639","Glimeperide + Metformin HCL (SR) Tablet","Each uncoated tablet contains:
Glimeperide IP 1mg
Metformin Hydrochloride IP 1000mg (in sustained release form)","M/s Agron Remedies Private Limited","M/s Cadila Pharmaceuticals Ltd.","1 Tablet","6.86","2742(E)","08-Jul-21"
"","1640","Dextromethorphan Hydrobromide + Chlorpheniramine Meleate Syrup","Each 5ml contains:
Dextromethorphan Hydrobromide IP 10mg
Chlorpheniramine Meleate IP 2mg","M/s East African (India) Overseas","M/s Cadila Pharmaceuticals Ltd.","1 ML","0.64","2742(E)","08-Jul-21"
"","1641","Esomeprazole & Domperidone sustained release capsule","Each hard gelatine capsule contains:
Esomeprazole Magnesium IP eq. to Esomeprazole 40mg (as enteric coated pellets),
Domperidone IP 30mg (as sustained release pellets)","M/s Skymap Pharmaceuticals Pvt. Ltd.","M/s Jagsonpal Pharmaceuticals Ltd.","1 Capsule","10.2","2742(E)","08-Jul-21"
"","1642","Telmisartan + Cilnidipine Tablet","Each film coated bilayered tablet contains:             
Telmisartan IP 40mg
Cilnidipine IP 10mg","M/sWindlas Biotech Pvt. Ltd.","M/s USV Pvt. Ltd.","1 Tablet","9.66","796(E)","18-Feb-22"
"","1643","Telmisartan + Amlodipine + Hydrochlorathiazide Tablet","Each film coated tablet contains:
Telmisartan IP 40mg,
Amlodipine Besylate IP eq. to Amlodipine 5mg
Hydrochlorothiazide IP 12.50 mg","M/s Akums Drugs & Pharmaceuticals Ltd.","M/s Cadila Pharmaceuticals Ltd.","1 Tablet","9.56","2742(E)","08-Jul-21"
"","1644","Nebivolol Hydrochloride +  Telmisartan Tablet","Each uncoated bilayered tablet contains:
Nebivolol Hydrochloride IP eq. to Nebivolol 5mg
Telmisartan IP 40mg","M/s Windlas Biotech limited","M/s Eris Lifesciences Limited","1 Tablet","13.61","2742(E)","08-Jul-21"
"","1645","Vitamin D3 Oral Drops","Each ml contains:
Cholecalciferol (Vitamin D3) IP 800IU","M/s Akums Drugs & Pharmaceuticals Limited","M/s Cipla Limited","1 ML","5.06","2742(E)","08-Jul-21"
"","1646","Paracetamol + Methocarbamol + Diclofenac Potassium  tablet","Each Film coated tablet contains:
Paracetamol IP 325mg 
Methocarbamol IP 500mg 
Diclofenac Potassium BP 50mg tablet","M/s Shiv Industries","M/s Profic Organic Limited","1 Tablet","7.96","2742(E)","08-Jul-21"
"","1647","Dapagliflozin + Metformin Hydrochloride (As Extended release form) Tablet","Each film-coated bilayered tablet contains:
Dapagliflozin Propanediol monohydrate eq. to Dapagliflozin 5mg,
Metformin Hydrochloride IP 1000mg (As Extended release form)","M/s Synokem Pharmaceuticals Ltd.","M/s Mankind Pharma Ltd.","1 Tablet","7.54","2820(E)","14-Jul-21"
"","1648","Dapagliflozin + Metformin Hydrochloride (As Extended release form) Tablet","Each film-coated bilayered tablet contains:
Dapagliflozin Propanediol monohydrate eq. to Dapagliflozin 10mg,
Metformin Hydrochloride IP 1000mg (As Extended release form)","M/s Synokem Pharmaceuticals Ltd.","M/s Mankind Pharma Ltd.","1 Tablet","11.3","2820(E)","14-Jul-21"
"","1649","Dapagliflozin + Metformin Hydrochloride (As Extended release form) Tablet","Each film-coated bilayered tablet contains:
Dapagliflozin Propanediol monohydrate eq. to Dapagliflozin 10mg,
Metformin Hydrochloride IP 500mg (As Extended release form)","M/s Synokem Pharmaceuticals Ltd.","M/s Mankind Pharma Ltd.","1 Tablet","9.78","2820(E)","14-Jul-21"
"","1650","Dapagliflozin + Metformin Hydrochloride (As Extended release form) Tablet","Each film-coated bilayered tablet contains:
Dapagliflozin Propanediol monohydrate eq. to Dapagliflozin 5mg,
Metformin Hydrochloride IP 500mg (As Extended release form)","M/s Synokem Pharmaceuticals Ltd.","M/s Mankind Pharma Ltd.","1 Tablet","6.25","2820(E)","14-Jul-21"
"","1651","Dapagliflozin + Metformin Hydrochloride Extended release  Tablet","Each film-coated tablet contains:
Dapagliflozin 10mg,
Metformin Hydrochloride USP/IP 1000mg (As Extended release form)","M/s MSN Laboratories Pvt. Ltd.","M/s J. B. Chemicals & Pharmaceuticls Ltd.","1 Tablet","11.3","2820(E)","14-Jul-21"
"","1652","Dapagliflozin + Metformin Hydrochloride Extended release  Tablet","Each film-coated tablet contains:
Dapagliflozin 10mg,
Metformin Hydrochloride USP/IP 500mg (As Extended release form)","M/s MSN Laboratories Pvt. Ltd.","M/s J. B. Chemicals & Pharmaceuticls Ltd.","1 Tablet","9.78","2820(E)","14-Jul-21"
"","1653","Dapagliflozin + Metformin Hydrochloride Extended release  Tablet","Each film-coated tablet contains:
Dapagliflozin 5mg,
Metformin Hydrochloride USP/ IP 1000mg (As Extended release form)","M/s MSN Laboratories Pvt. Ltd.","M/s J. B. Chemicals & Pharmaceuticls Ltd.","1 Tablet","7.54","2820(E)","14-Jul-21"
"","1654","Human Cogulation Factor IX Freeze Dried IP 1200IU","Each pack contains:
Human Cogulation Factor IX Freeze Dried IP 1200IU  
Sterilized water for injection 10ml (EP/USP)","M/s Baxalta Bioscience India Pvt. Ltd.","M/s Baxalta Bioscience India Pvt. Ltd.","Each Pack","20996.5","2820(E)","14-Jul-21"
"","1655","�Trastuzumab Lyophilized powder for concentrate for solution for infusion vial 375mg with Bacteriostatic water for injection USP 20ml vial","Combipack of
A. Each multiple use vial contains:
Trastuzumab 375mg 
B. Bacteriostatic water for injection USP 20ml vial","M/s Intas Pharmaceuticals Limited","M/s Intas Pharmaceuticals Limited","Each Pack","17500","2820(E)","14-Jul-21"
"","1656","Saxagliptin + Metformin Hydrochloride (ER) Tablet","Each film coated tablet contains:
Saxagliptin Hydrochloride eq. to Saxagliptin 2.5mg
Metformin Hydrochloride IP 500mg (as extended Realease)","M/s Morepen Laboratories Limited","M/s Morepen Laboratories Limited","1 Tablet","17.7","2820(E)","14-Jul-21"
"","1657","Saxagliptin + Metformin Hydrochloride (ER) Tablet","Each film coated tablet contains:
Saxagliptin Hydrochloride eq. to Saxagliptin 2.5mg
Metformin Hydrochloride IP 1000mg (as extended Realease)","M/s Morepen Laboratories Limited","M/s Morepen Laboratories Limited","1 Tablet","19.09","2820(E)","14-Jul-21"
"","1658","Saxagliptin + Metformin Hydrochloride (ER) Tablet","Each film coated tablet contains:
Saxagliptin Hydrochloride eq. to Saxagliptin 5mg
Metformin Hydrochloride IP 500mg (as extended Realease)`","M/s Morepen Laboratories Limited","M/s Morepen Laboratories Limited","1 Tablet","19.45","2820(E)","14-Jul-21"
"","1659","Saxagliptin + Metformin Hydrochloride (ER) Tablet","Each film coated tablet contains:
Saxagliptin Hydrochloride eq. to Saxagliptin 5mg
Metformin Hydrochloride IP 1000mg (as extended Realease)","M/s Morepen Laboratories Limited","M/s Morepen Laboratories Limited","1 Tablet","20.84","2820(E)","14-Jul-21"
"","1660","Ofloxacin +Metronidazole Tablet","Each film coated tablet contains:
Ofloxacin USP 200mg
Metronidazole IP 500mg","M/s Unique Pharmaceutical Laboratories (A division of M/s J. B. Chemicals & Pharmaceuticls Ltd)","M/s J. B. Chemicals & Pharmaceuticls Ltd.","1 Tablet","6.72","2820(E)","14-Jul-21"
"","1661","Budesonide Respule","Each 2 ml respule contains: 
Budesonide IP 0.5 mg","M/s Softdeal Pharmaceutical Private Limited","M/s Softdeal Pharmaceutical Private Limited","Each 2ml Pack","17.79","3162(E)","06-Aug-21"
"","1662","Paracetamol + Caffeine Tablet","Each uncoated tablet contains:
Paracetamol IP 650mg
Caffeine IP 50mg","M/s Micro Labs Limited","M/s Micro Labs Limited","1 Tablet","2.81","3162(E)","06-Aug-21"
"","1663","Metoprolol Succinate (ER) +  Cilnidipine + Telmisartan Tablet","Each film coated tablet contains:
Metoprolol Succinate IP 23.75mg eq. to Metoprolol Tartrate 25mg, (As Extended Release),
Cilnidipine IP 10mg
Telmisartan IP 40mg","M/s Pure & Cure Healthcare Pvt. Ltd.","M/s Alembic Pharmaceuticals Ltd.","1 Tablet","10.16","3162(E)","06-Aug-21"
"","1664","Metoprolol Succinate (ER) +  Cilnidipine + Telmisartan Tablet","Each film coated tablet contains:
Metoprolol Succinate IP 47.50mg eq. to Metoprolol Tartrate 50mg, (As Extended Release),
Cilnidipine IP 10mg
Telmisartan IP 40mg","M/s Pure & Cure Healthcare Pvt. Ltd.","M/s Alembic Pharmaceuticals Ltd.","1 Tablet","12.41","3162(E)","06-Aug-21"
"","1665","Atorvastatin + Ezetimibe Tablet","Each film coated tablet contains:
Atorvastatin Calcium IP eq. to Atorvastatin 40mg,
Ezetimibe IP 10mg","M/s Safetab Life Science","M/s Lupin Limited","1 Tablet","33.14","3162(E)","06-Aug-21"
"","1666","Cefixime + Potassium Clavulanate tablet","Each film coated tablet contains:
Cefixime Trihydrate IP eq. to Anhydrous Cefixime 200mg,
Potassium Clavulanate Diluted IP eq. to Clavulanate Acid 125mg","M/s Zeneka Healthcare Ltd.","M/s Cadila Pharmaceuticals Limited","1 Tablet","21.97","3162(E)","06-Aug-21"
"","1667","Calcium Carbonate +  Vitamin D3  Tablet","Each Film coated tablet contains:
Calcium Carbonate IP 1250mg eq. to Elemental Calcium 500mg,
Vitamin D3 IP 1000IU","M/s Unison Pharmaceuticals Pvt. Ltd.","M/s Unison Pharmaceuticals Pvt. Ltd.","1 Tablet","5.36","3400(E)","19-Aug-21"
"","1668","Zinc Sulphate Monohydrate + Sodium Citrate + Potassium Chloride + Dextrose Anhydrous Oral Solution","Each pack of 200ml contains:
Zinc Sulphate Monohydrate IP 0.0110 g
Sodium Citrate IP 0.5800 g
Potassium Chloride IP 0.3000 g 
Sodium Chloride IP 0.5200 g
Dextrose Anhydrous IP 2.7000 g","M/s Halewood Laboratories Pvt. Limited","M/s FDC Limited","Each 200ml Pack","0.15","3400(E)","19-Aug-21"
"","1669","Rabeprazole Sodium + 
Ondansetron Hydrochloride Tablet","Each Enteric coated tablet contains:
Rabeprazole Sodium IP 20mg
Ondansetron Hydrochloride eq. to Ondansetron IP 4mg","M/s Dallas Drugs Pvt. Ltd.","M/s Alkem Laboratories Limited","1 Tablet","10.00","3400(E)","19-Aug-21"
"","1670","Paracetamol, Phenylepherine Hydrochloride, Chlorpheniramine Maleate, Sodium Citrate  and Menthol Syrup","Each 5ml contains:
Paracetamol IP 125mg  
Phenylepherine Hydrochloride IP 5mg
Chlorpheniramine Maleate IP 0.5mg
Sodium Citrate  IP 60mg
Menthole IP 1mg","M/s Shiv Industries","M/s Profic Organic Limited","1 ML","0.64","3400(E)","19-Aug-21"
"","1671","Dapagliflozin + Metformin Hydrochloride (As Extended release form) Tablet","Each film-coated bilayered tablet contains:
Dapagliflozin Propanediol monohydrate eq. to Dapagliflozin 5mg,
Metformin Hydrochloride IP 500mg (As Extended release form)","M/s Synokem Pharmaceuticals Ltd.","M/s Lupin Limited","1 Tablet","6.25","3400(E)","19-Aug-21"
"","1672","Dapagliflozin + Metformin Hydrochloride (As Extended release form) Tablet","Each film-coated bilayered tablet contains:
Dapagliflozin Propanediol monohydrate eq. to Dapagliflozin 5mg,
Metformin Hydrochloride IP 1000mg (As Extended release form)","M/s Synokem Pharmaceuticals Ltd.","M/s Lupin Limited","1 Tablet","7.54","3400(E)","19-Aug-21"
"","1673","Dapagliflozin + Metformin Hydrochloride (As Extended release form) Tablet","Each film-coated bilayered tablet contains:
Dapagliflozin Propanediol monohydrate eq. to Dapagliflozin 10mg,
Metformin Hydrochloride IP 500mg (As Extended release form)","M/s Synokem Pharmaceuticals Ltd.","M/s Lupin Limited","1 Tablet","9.65","3400(E)","19-Aug-21"
"","1674","Dapagliflozin + Metformin Hydrochloride (As Extended release form) Tablet","Each film-coated bilayered tablet contains:
Dapagliflozin Propanediol monohydrate eq. to Dapagliflozin 10mg,
Metformin Hydrochloride IP 1000mg (As Extended release form)","M/s Synokem Pharmaceuticals Ltd.","M/s Lupin Limited","1 Tablet","11.17","3400(E)","19-Aug-21"
"","1675","Methylcobalamin, Alpha Lipoic Acid, Vitamin D3, Pyridoxine Hydrochloride & Folic Acid Tablet","Each film coated tablet contains:
Methylcobalamin IP 1500mcg, 
Alpha Lipoic Acid USP 100mg, 
Vitamin D3 IP 1000 IU, 
Pyridoxine Hydrochloride IP 3mg 
Folic Acid IP 1.5mg","M/s Akums Drugs & Pharmaceuticals Limited","M/s Abbott Healthcare Pvt. Ltd.","1 Tablet","12.23","881(E)","24-Feb-23"
"","1676","Methylcobalamin, Alpha Lipoic Acid, Vitamin D3, Pyridoxine Hydrochloride & Folic Acid Tablet","Each film coated tablet contains:
Methylcobalamin IP 1500mcg, 
Alpha Lipoic Acid USP 100mg, 
Vitamin D3 IP 1000 IU, 
Pyridoxine Hydrochloride IP 3mg 
Folic Acid IP 1.5mg","M/s Unison Pharmaceuticals Pvt. Ltd.","M/s Unison Pharmaceuticals Pvt. Ltd.","1 Tablet","10.97","3400(E)","19-Aug-21"
"","1677","Diclofenac Diethylamine, Methyl Salicylate, Capsaicin, Menthol & Linseed Oil Gel","Composition:
Diclofenac Diethylamine IP 1.16% w/w eq. to Diclofenac Sodium 1.0% w/w,
Methyl Salicylate IP 10%w/w, 
Capsaicin USP 0.025% w/w,
Menthol IP 5.0% w/w 
Linseed Oil BP 3.0% w/w","M/s Hetero Healthcare Ltd.","M/s Hetero Healthcare Ltd.","1 GM","2.70","3400(E)","19-Aug-21"
"","1678","Dapagliflozin + Metformin Hydrochloride (As Extended release form) Tablet","Each film-coated bilayered tablet contains:
Dapagliflozin Propanediol monohydrate eq. to Dapagliflozin 5mg,
Metformin Hydrochloride IP 500mg (As Extended release form)","M/s Synokem Pharmaceuticals Ltd.","M/s Primus Remedies Pvt Ltd","1 Tablet","6.25","3400(E)","19-Aug-21"
"","1679","Dapagliflozin + Metformin Hydrochloride (As Extended release form) Tablet","Each film-coated bilayered tablet contains:
Dapagliflozin Propanediol monohydrate eq. to Dapagliflozin 10mg,
Metformin Hydrochloride IP 500mg (As Extended release form)","M/s Synokem Pharmaceuticals Ltd.","M/s Primus Remedies Pvt Ltd","1 Tablet","9.65","3400(E)","19-Aug-21"
"","1680","Dapagliflozin + Metformin Hydrochloride (As Extended release form) Tablet","Each film-coated bilayered tablet contains:
Dapagliflozin Propanediol monohydrate eq. to Dapagliflozin 10mg,
Metformin Hydrochloride IP 1000mg (As Extended release form)","M/s Synokem Pharmaceuticals Ltd.","M/s Primus Remedies Pvt Ltd","1 Tablet","11.17","3400(E)","19-Aug-21"
"","1681","Dapagliflozin + Metformin Hydrochloride (As Extended release form) Tablet","Each film-coated bilayered tablet contains:
Dapagliflozin Propanediol monohydrate eq. to Dapagliflozin 10mg,
Metformin Hydrochloride IP 500mg (As Extended release form)","M/s Synokem Pharmaceuticals Ltd.","M/s Indoco Remedies Limited","1 Tablet","9.65","3400(E)","19-Aug-21"
"","1682","Dapagliflozin + Metformin Hydrochloride (As Extended release form) Tablet","Each film-coated bilayered tablet contains:
Dapagliflozin Propanediol monohydrate eq. to Dapagliflozin 10mg,
Metformin Hydrochloride IP 1000mg (As Extended release form)","M/s Synokem Pharmaceuticals Ltd.","M/s Indoco Remedies Limited","1 Tablet","11.17","3400(E)","19-Aug-21"
"","1683","Dapagliflozin + Metformin Hydrochloride (As Extended release form) Tablet","Each film-coated bilayered tablet contains:
Dapagliflozin Propanediol monohydrate eq. to Dapagliflozin 5mg,
Metformin Hydrochloride IP 1000mg (As Extended release form)","M/s Synokem Pharmaceuticals Ltd.","M/s Primus Remedies Pvt Ltd","1 Tablet","7.54","3400(E)","19-Aug-21"
"","1684","Calcium Carbonate + Vitamin D3  
Methylcobalamin + Calcium L-5-Methyltetrahydrofolate & Pyridoxal – 5- Phosphate Tablet","Each Film coated tablet contains:
Calcium Carbonate IP 1250mg eq. to Elemental Calcium 500mg,
Vitamin D3 IP 2000IU 
Methylcobalamin IP 1500mcg,
Calcium L-5-Methyltetrahydrofolate USP 1mg,
Pyridoxal – 5- Phosphate 20mg","M/s Unison Pharmaceuticals Ltd.","M/s Unison Pharmaceuticals Ltd.","1 Tablet","17.12","3400(E)","19-Aug-21"
"","1685","Levetiracetam Infusion 500mg/100ml","Each 100ml  contains:
Levetiracetam IP 500mg,
Sodium Chloride IP 820mg water for injection","M/s Akums Drugs & Pharmaceuticals Ltd.","M/s Linux Laboratories Pvt. Ltd.","Injetion","91.56","3934(E)","23-Sep-21"
"","1686","Methotrexate Topical Gel","Composition:
Methotrexate IP 1.0% w/w 
Praservative: Benzyle Alcohol IP 1.0% w/wGel Base","M/s Ajanta Healthcare Pvt. Ltd.","M/s IPCA Laboratories Ltd.","Gel","13.21","3934(E)","23-Sep-21"
"","1687","","Each Dispopen contains: 
One 2ml multidose cartridge of Erythropoietin concentrated solution IP 20000 IU with HSA stabiliser,
Benzyl Alcohol as praservative.","M/s Wockhardt Limited","M/s Wockhardt Limited","1 Tablet","2054.82","3934(E)","23-Sep-21"
"","1688","Paracetamol Infusion IP 1%w/v","Each 100ml contains :
Paracetamol IP….. 1000mg","M/s. Aishwarya Healthcare","M/s FDC Limited","Injection","295.58","3934(E)","23-Sep-21"
"","1689","Levetiracetam in 0.82% Sodium Chloride Injection","Each 100ml contains:
Levetiracetam IP 500mg
Sodium Chloride IP 820mg
Water for Injections IP q. s.","M/s. Sun pharmaceutical Industries Limited","M/s Sun Pharma Laboratories Limited","Injection","91.56","3934(E)","23-Sep-21"
"","1690","Levetiracetam in 0.75% Sodium Chloride Injection","Each 100ml contains:
Levetiracetam IP 1000mg
Sodium Chloride IP 750mg
Water for Injections IP q. s.","M/s. Sun pharmaceutical Industries Limited","M/s Sun Pharma Laboratories Limited","Injection","148.72","3934(E)","23-Sep-21"
"","1691","Chlorthalidone, Amlodipine & Telmisartan Tablets","Each film coated tablet contains:
Chlorthalidone IP 6.25mg
Amlodipine Besylate IP eq. to Amlodipine  5mg
Telmisartan IP 40mg","M/s. Akums Drugs & Pharmaceuticals Ltd.","M/s Dr. Reddy Laboratories Ltd.","1 Tablet","8.036","3934(E)","23-Sep-21"
